v2_declaration	decision	v3_declaration	rationale
github.com/floegence/floret/v2/runtime :: field ThreadTurnProjection.RunID github.com/floegence/floret/v2/runtime.RunID tag="json:\"run_id\""	move	github.com/floegence/floret/v3/runtime :: field ThreadTurnProjection.RunID github.com/floegence/floret/v3/identity.RunID tag="json:\"run_id\""	use the canonical identity package without string degradation or cross-identity inference
github.com/floegence/floret/v2/runtime :: field ThreadTurnProjection.TraceID github.com/floegence/floret/v2/runtime.TraceID tag="json:\"trace_id,omitempty\""	move	github.com/floegence/floret/v3/runtime :: field ThreadTurnProjection.TraceID github.com/floegence/floret/v3/identity.TraceID tag="json:\"trace_id,omitempty\""	use the canonical identity package without string degradation or cross-identity inference
github.com/floegence/floret/v2/runtime :: field ThreadTurnProjection.Status github.com/floegence/floret/v2/runtime.TurnStatus tag="json:\"status\""	keep	github.com/floegence/floret/v3/runtime :: field ThreadTurnProjection.Status github.com/floegence/floret/v3/runtime.TurnStatus tag="json:\"status\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: field ThreadTurnProjection.Segments []github.com/floegence/floret/v2/runtime.ThreadTurnProjectionSegment tag="json:\"segments,omitempty\""	keep	github.com/floegence/floret/v3/runtime :: field ThreadTurnProjection.Segments []github.com/floegence/floret/v3/runtime.ThreadTurnProjectionSegment tag="json:\"segments,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: field ThreadTurnProjection.ThroughOrdinal int64 tag="json:\"through_ordinal\""	keep	github.com/floegence/floret/v3/runtime :: field ThreadTurnProjection.ThroughOrdinal int64 tag="json:\"through_ordinal\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: field ThreadTurnProjection.ProjectedAt time.Time tag="json:\"projected_at,omitempty\""	keep	github.com/floegence/floret/v3/runtime :: field ThreadTurnProjection.ProjectedAt time.Time tag="json:\"projected_at,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: method ThreadTurnProjection.Validate func() error	keep	github.com/floegence/floret/v3/runtime :: method ThreadTurnProjection.Validate func() error	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: type ThreadTurnProjectionSegment struct	keep	github.com/floegence/floret/v3/runtime :: type ThreadTurnProjectionSegment struct	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: field ThreadTurnProjectionSegment.Kind github.com/floegence/floret/v2/runtime.ThreadTurnProjectionSegmentKind tag="json:\"kind\""	keep	github.com/floegence/floret/v3/runtime :: field ThreadTurnProjectionSegment.Kind github.com/floegence/floret/v3/runtime.ThreadTurnProjectionSegmentKind tag="json:\"kind\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: field ThreadTurnProjectionSegment.Text string tag="json:\"text,omitempty\""	keep	github.com/floegence/floret/v3/runtime :: field ThreadTurnProjectionSegment.Text string tag="json:\"text,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: field ThreadTurnProjectionSegment.ActivityTimeline *github.com/floegence/floret/v2/observation.ActivityTimeline tag="json:\"activity_timeline,omitempty\""	keep	github.com/floegence/floret/v3/runtime :: field ThreadTurnProjectionSegment.ActivityTimeline *github.com/floegence/floret/v3/observation.ActivityTimeline tag="json:\"activity_timeline,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: field ThreadTurnProjectionSegment.Signal *github.com/floegence/floret/v2/runtime.ThreadTurnProjectionSignal tag="json:\"signal,omitempty\""	keep	github.com/floegence/floret/v3/runtime :: field ThreadTurnProjectionSegment.Signal *github.com/floegence/floret/v3/runtime.ThreadTurnProjectionSignal tag="json:\"signal,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: field ThreadTurnProjectionSegment.EventIDs []string tag="json:\"event_ids,omitempty\""	keep	github.com/floegence/floret/v3/runtime :: field ThreadTurnProjectionSegment.EventIDs []string tag="json:\"event_ids,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: const ThreadTurnProjectionSegmentActivityTimeline github.com/floegence/floret/v2/runtime.ThreadTurnProjectionSegmentKind = "activity_timeline"	keep	github.com/floegence/floret/v3/runtime :: const ThreadTurnProjectionSegmentActivityTimeline github.com/floegence/floret/v3/runtime.ThreadTurnProjectionSegmentKind = "activity_timeline"	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: const ThreadTurnProjectionSegmentAssistantText github.com/floegence/floret/v2/runtime.ThreadTurnProjectionSegmentKind = "assistant_text"	keep	github.com/floegence/floret/v3/runtime :: const ThreadTurnProjectionSegmentAssistantText github.com/floegence/floret/v3/runtime.ThreadTurnProjectionSegmentKind = "assistant_text"	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: const ThreadTurnProjectionSegmentControlSignal github.com/floegence/floret/v2/runtime.ThreadTurnProjectionSegmentKind = "control_signal"	keep	github.com/floegence/floret/v3/runtime :: const ThreadTurnProjectionSegmentControlSignal github.com/floegence/floret/v3/runtime.ThreadTurnProjectionSegmentKind = "control_signal"	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: type ThreadTurnProjectionSegmentKind string	keep	github.com/floegence/floret/v3/runtime :: type ThreadTurnProjectionSegmentKind string	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: type ThreadTurnProjectionSignal struct	keep	github.com/floegence/floret/v3/runtime :: type ThreadTurnProjectionSignal struct	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: field ThreadTurnProjectionSignal.Name string tag="json:\"name,omitempty\""	keep	github.com/floegence/floret/v3/runtime :: field ThreadTurnProjectionSignal.Name string tag="json:\"name,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: field ThreadTurnProjectionSignal.CallID string tag="json:\"call_id,omitempty\""	keep	github.com/floegence/floret/v3/runtime :: field ThreadTurnProjectionSignal.CallID string tag="json:\"call_id,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: field ThreadTurnProjectionSignal.Disposition string tag="json:\"disposition,omitempty\""	keep	github.com/floegence/floret/v3/runtime :: field ThreadTurnProjectionSignal.Disposition string tag="json:\"disposition,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: field ThreadTurnProjectionSignal.Text string tag="json:\"text,omitempty\""	keep	github.com/floegence/floret/v3/runtime :: field ThreadTurnProjectionSignal.Text string tag="json:\"text,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: field ThreadTurnProjectionSignal.ArgsHash string tag="json:\"args_hash,omitempty\""	keep	github.com/floegence/floret/v3/runtime :: field ThreadTurnProjectionSignal.ArgsHash string tag="json:\"args_hash,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: field ThreadTurnProjectionSignal.Payload map[string]any tag="json:\"payload,omitempty\""	keep	github.com/floegence/floret/v3/runtime :: field ThreadTurnProjectionSignal.Payload map[string]any tag="json:\"payload,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: type ThreadTurnRetrySource struct	keep	github.com/floegence/floret/v3/runtime :: type ThreadTurnRetrySource struct	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: field ThreadTurnRetrySource.TurnID github.com/floegence/floret/v2/runtime.TurnID tag="json:\"turn_id\""	move	github.com/floegence/floret/v3/runtime :: field ThreadTurnRetrySource.TurnID github.com/floegence/floret/v3/identity.TurnID tag="json:\"turn_id\""	use the canonical identity package without string degradation or cross-identity inference
github.com/floegence/floret/v2/runtime :: type ThreadTurnSnapshot struct	keep	github.com/floegence/floret/v3/runtime :: type ThreadTurnSnapshot struct	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: field ThreadTurnSnapshot.TurnID github.com/floegence/floret/v2/runtime.TurnID tag="json:\"turn_id\""	move	github.com/floegence/floret/v3/runtime :: field ThreadTurnSnapshot.TurnID github.com/floegence/floret/v3/identity.TurnID tag="json:\"turn_id\""	use the canonical identity package without string degradation or cross-identity inference
github.com/floegence/floret/v2/runtime :: field ThreadTurnSnapshot.RunID github.com/floegence/floret/v2/runtime.RunID tag="json:\"run_id\""	move	github.com/floegence/floret/v3/runtime :: field ThreadTurnSnapshot.RunID github.com/floegence/floret/v3/identity.RunID tag="json:\"run_id\""	use the canonical identity package without string degradation or cross-identity inference
github.com/floegence/floret/v2/runtime :: field ThreadTurnSnapshot.Ordinal int64 tag="json:\"ordinal\""	keep	github.com/floegence/floret/v3/runtime :: field ThreadTurnSnapshot.Ordinal int64 tag="json:\"ordinal\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: field ThreadTurnSnapshot.StartedAt time.Time tag="json:\"started_at\""	keep	github.com/floegence/floret/v3/runtime :: field ThreadTurnSnapshot.StartedAt time.Time tag="json:\"started_at\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: field ThreadTurnSnapshot.UpdatedAt time.Time tag="json:\"updated_at\""	keep	github.com/floegence/floret/v3/runtime :: field ThreadTurnSnapshot.UpdatedAt time.Time tag="json:\"updated_at\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: field ThreadTurnSnapshot.UserEntryID string tag="json:\"user_entry_id,omitempty\""	keep	github.com/floegence/floret/v3/runtime :: field ThreadTurnSnapshot.UserEntryID string tag="json:\"user_entry_id,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: field ThreadTurnSnapshot.UserMessageOrigin github.com/floegence/floret/v2/runtime.ThreadUserMessageOrigin tag="json:\"user_message_origin,omitempty\""	keep	github.com/floegence/floret/v3/runtime :: field ThreadTurnSnapshot.UserMessageOrigin github.com/floegence/floret/v3/runtime.ThreadUserMessageOrigin tag="json:\"user_message_origin,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: field ThreadTurnSnapshot.UserInput string tag="json:\"user_input,omitempty\""	keep	github.com/floegence/floret/v3/runtime :: field ThreadTurnSnapshot.UserInput string tag="json:\"user_input,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: field ThreadTurnSnapshot.UserAttachments []github.com/floegence/floret/v2/runtime.MessageAttachment tag="json:\"user_attachments,omitempty\""	keep	github.com/floegence/floret/v3/runtime :: field ThreadTurnSnapshot.UserAttachments []github.com/floegence/floret/v3/runtime.MessageAttachment tag="json:\"user_attachments,omitempty\""	retain the product-neutral contract under the v3 semantic import path
